,Make,Model,Variant,Ex-Showroom_Price,Displacement,Cylinders,Valves_Per_Cylinder,Drivetrain,Cylinder_Configuration,Emission_Norm,Fuel_Tank_Capacity,Fuel_Type,Body_Type,Height,Length,Width,Doors,ARAI_Certified_Mileage,Gears,Ground_Clearance,Seating_Capacity,Type,Airbags,Kerb_Weight,Front_Track,Rear_Track,Power,Torque,Wheelbase,Minimum_Turning_Radius
967,Mercedes-Benz,B-Class,200,3089851,2143,4,4,FWD,In-line,BS IV,50,Diesel,MPV,1557,4393,1786,5,15,7,190,5,Automatic,7,1577,1522,1549,1.16,187.5,2699,11
968,Skoda,Superb,1.8,3099599,1798,4,4,FWD,In-line,BS IV,66,Petrol,Sedan,1483,4861,1864,4,13.7,7,164,5,Automatic,6,1540,1490,1540,1.16,200,2841,5.4
969,Audi,A3,35,3120750,1395,4,4,FWD,In-line,BS IV,50,Petrol,Sedan,1416,4456,1796,4,19.2,7,161,5,Automatic,8,1340,1555,1526,1.16,200,2637,5.2
970,Skoda,Superb Sportline,Sportline 2.0L Tdi At,3149599,1968,4,4,FWD,In-line,BS IV,66,Diesel,Sedan,1483,4861,1864,4,18.19,6,149,5,Automatic,6,1565,1490,1540,18.93,233.33,2841,11.1
971,Volkswagen,Tiguan,Highline 2.0L Tdi Amt,3153500,1968,4,4,AWD,In-line,BS IV,71,Diesel,SUV,1672,4486,1839,5,17.06,5,149,5,Automatic,6,1720,1578,1568,18.93,194.29,2677,5.75
972,Mercedes-Benz,Cla-Class,200,3172000,2143,4,4,FWD,In-line,BS IV,56,Diesel,Sedan,1432,4630,1777,4,17.9,5,160,5,Automatic,5,1570,1549,1547,18.93,187.5,2699,11
973,Volvo,V40,R Design,3191000,1984,5,4,FWD,In-line,BS IV,60,Diesel,Hatchback,1420,4369,2041,5,16.81,6,133,5,Automatic,6,1500,1559,1546,22.67,233.33,2647,10.8
974,Mercedes-Benz,B-Class,180,3198662,1595,4,4,FWD,In-line,BS IV,50,Petrol,MPV,1557,4393,1786,5,14.81,7,190,5,Automatic,7,1425,1552,1549,22.67,160,2699,11
975,Toyota,Fortuner,2.8,3205000,2755,4,4,RWD,In-line,BS IV,80,Diesel,SUV,1835,4795,1855,5,12.9,5,220,7,Automatic,6,1970,1540,1540,27.5,281.25,2745,5.8
976,Toyota,Fortuner,2.8,3216000,2755,4,4,4WD,In-line,BS IV,80,Diesel,SUV,1835,4795,1855,5,14.24,5,165,7,Manual,5,1785,1490,1540,27.5,262.5,2745,5.8
977,Audi,A3,35,3221200,1968,4,4,FWD,In-line,BS IV,50,Diesel,Sedan,1416,4456,1796,4,20.38,6,161,5,Automatic,8,1340,1555,1526,27.5,182.86,2637,5.2
978,Ford,Endeavour,2.2L 4X2 At Titanium Plus,3233000,2198,4,4,RWD,In-line,BS IV,80,Diesel,SUV,1837,4903,1869,5,12.62,6,225,7,Automatic,5,2238,1560,1564,27.5,240.63,2850,6.2
979,Mercedes-Benz,Gla-Class,200,3233000,2143,4,4,4WD,In-line,BS IV,70,Diesel,SUV,1494,4424,1804,5,17.9,7,183,5,Automatic,5,1585,1569,1560,22.67,187.5,2699,11.84
980,Honda,Cr-V,Awd Diesel At,3277001,1597,4,4,AWD,In-line,BS IV,57,Diesel,SUV,1689,4592,1855,5,18.3,9,208,7,Automatic,7,1725,1490,1540,22.67,150,2660,5.5
981,Volvo,V40 Cross Country,D3,3283000,1984,5,4,FWD,In-line,BS IV,60,Diesel,Hatchback,1458,4370,1783,5,16.8,6,132,5,Automatic,5,1607,1552,1540,27.5,233.33,2646,5.45
982,Skoda,Kodiaq,2,3299599,1968,4,4,FWD,In-line,BS IV,66,Diesel,SUV,1483,4861,1864,4,18.19,6,149,5,Automatic,6,1565,1490,1540,27.5,233.33,2841,11.1
983,Skoda,Kodiaq,Corporate Edition,3299599,1968,4,4,FWD,In-line,BS IV,66,Diesel,SUV,1483,4861,1864,4,18.19,6,149,5,Automatic,7,1565,1490,1540,22.67,233.33,2841,11.1
984,Mercedes-Benz,B-Class,200,3303282,2143,4,4,FWD,In-line,BS IV,50,Diesel,MPV,1557,4393,1786,5,15,7,190,5,Automatic,7,1577,1522,1549,22.67,187.5,2699,11
985,Volkswagen,Passat,2,3321500,1968,4,4,FWD,In-line,BS IV,66,Diesel,Sedan,1456,4767,1832,4,17.42,7,165,5,Automatic,7,1550,1586,1570,22.67,200,2786,5.85
986,Skoda,Superb,2,3349599,1968,4,4,FWD,In-line,BS IV,66,Diesel,Sedan,1483,4861,1864,4,18.19,6,149,5,Automatic,6,1565,1490,1540,18.93,233.33,2841,11.1
987,Kia,Carnival,7,3395000,2199,4,4,FWD,In-line,BS VI,45,Diesel,MUV,1755,5115,1985,5,23,8,165,7,Automatic,5,1785,1985,1540,28.57,251.43,3060,5.2
988,Toyota,Fortuner,2.8,3395000,2755,4,4,4WD,In-line,BS IV,80,Diesel,SUV,1835,4795,1855,5,12.9,5,165,7,Automatic,5,1785,1490,1540,28.57,281.25,2745,5.8
989,Skoda,Kodiaq Scout,2,3399000,1968,4,4,4WD,In-line,BS VI,63,Diesel,SUV,1665,4697,1882,5,16.25,7,188,7,Automatic,10,1799,1490,1540,18.93,0,2791,6.1
990,Dc,Avanti,Standard,3407407,2000,4,4,RWD,In-line,BS IV,60,Petrol,Coupe,1200,4565,2120,2,10,6,170,2,Manual,2,1580,1670,1650,107.24,123.64,2700,6
991,Toyota,Fortuner,Trd Celebratory Edition,3420000,2755,4,4,RWD,In-line,BS IV,80,Diesel,SUV,1835,4795,1855,5,12.9,6,220,7,Automatic,6,1970,1540,1540,33.39,281.25,2745,5.8
992,Mini,3,Cooper S,3420000,1998,4,4,FWD,In-line,BS IV,44,Petrol,Hatchback,1414,3850,1727,3,15.75,6,165,5,Automatic,2,1250,1490,1540,111.61,224,2450,5.2
993,Mercedes-Benz,Gla-Class,200,3438000,1991,4,4,4WD,In-line,BS IV,50,Petrol,SUV,1494,4424,1804,5,13.8,7,183,5,Automatic,5,1525,1569,1560,33.42,250,2699,11.84
994,Ford,Endeavour,3.2L 4X4 At Titanium Plus,3470000,3198,5,4,AWD,In-line,BS IV,80,Diesel,SUV,1837,4903,1869,5,10.91,6,225,7,Automatic,6,2394,1560,1564,85.98,268.57,2850,6.2
995,Mini,Countryman,Cooper S,3490000,1998,4,4,FWD,In-line,BS IV,47,Petrol,Hatchback,1557,4299,1822,5,14.41,8,165,5,Automatic,5,1785,1490,1540,95.17,207.41,2670,5.2
996,Audi,Q3,30,3496750,1395,4,4,FWD,In-line,BS IV,64,Petrol,SUV,1608,4388,1831,5,16.9,7,170,5,Automatic,5,1585,1571,1575,84.67,142.86,2603,5.9
997,Bmw,X1,Sdrive20D Expedition,3520000,1995,4,4,AWD,In-line,BS IV,51,Diesel,"Crossover, SUV",1612,4439,2060,5,20.68,8,165,5,Automatic,6,1785,1821,1562,85.98,228.57,2670,5.8
998,Mercedes-Benz,Gla-Class,200,3564000,2143,4,4,4WD,In-line,BS IV,70,Diesel,SUV,1494,4424,1804,5,17.9,7,183,5,Automatic,5,1585,1569,1560,85.98,187.5,2699,11.84
999,Mercedes-Benz,Cla-Class,200,3599000,1991,4,4,FWD,In-line,BS IV,56,Petrol,Sedan,1432,4630,1777,4,15.04,7,160,5,Automatic,5,1510,1549,1547,29.03,250,2699,11
1000,Mini,5,Cooper D,3600000,1496,3,4,FWD,In-line,BS IV,44,Petrol,Hatchback,1425,3982,1727,5,21.15,6,165,5,Automatic,2,1295,1490,1540,44.25,154.29,2450,5.2
1001,Audi,Q3,30,3677200,1968,4,4,FWD,In-line,BS IV,64,Diesel,SUV,1608,4388,1831,5,15.73,7,170,5,Manual,5,1585,1571,1575,44.25,194.29,2603,5.9
1002,Skoda,Kodiaq,Laurin And Klement,3678599,1968,4,4,FWD,In-line,BS IV,66,Diesel,SUV,1483,4861,1864,4,18.19,6,149,5,Automatic,6,1565,1490,1540,37.51,226.67,2841,11.1
1003,Mercedes-Benz,Cla-Class,200,3699000,2143,4,4,FWD,In-line,BS IV,56,Diesel,Sedan,1432,4630,1777,4,17.9,5,160,5,Automatic,5,1570,1549,1547,44.25,187.5,2699,11
1004,Mini,Countryman,Cooper Sd,3740000,1998,4,4,FWD,In-line,BS IV,47,Diesel,Hatchback,1557,4299,1822,5,19.19,8,165,5,Automatic,5,1785,1490,1540,27.5,228.57,2670,5.8
1005,Toyota,Camry,Hybrid,3788000,2487,4,4,FWD,In-line,BS IV,50,Hybrid,Sedan,1455,4885,1840,4,23.2,5,165,5,Automatic,6,1665,1580,1605,20,61.39,2825,5.8
1006,Mini,Convertible,Cooper S,3830000,1998,4,4,FWD,In-line,BS IV,44,Petrol,Convertible,1415,3850,1727,2,14.59,6,165,4,Automatic,2,1370,1490,1540,27.5,224,2450,5.2
1007,Bmw,X1,Sdrive20I Xline,3830000,1998,4,4,AWD,In-line,BS VI,51,Petrol,"Crossover, SUV",1612,4439,1821,5,16.3,7,165,5,Automatic,6,1785,1821,1562,20,207.41,2670,5.2
1008,Volvo,S60,Momentum,3850500,1984,5,4,FWD,In-line,BS IV,67.5,Diesel,Sedan,1484,4635,1865,4,21.7,8,136,5,Automatic,5,1665,1588,1585,29.03,0,2776,5.7
1009,Mercedes-Benz,Gla-Class,220,3864000,2143,4,4,4WD,In-line,BS IV,70,Diesel,SUV,1494,4424,1804,5,17.9,7,183,5,Automatic,5,1585,1569,1560,29.03,250,2699,11.84
1010,Bmw,X1,Sdrive20D Xline,3930000,1995,4,4,AWD,In-line,BS IV,51,Diesel,"SUV, Crossover",1612,4439,2058,5,20.68,8,165,5,Automatic,6,1785,1821,1562,29.03,228.57,2670,5.8
1011,Volvo,Xc40,D4 Momentum,3990000,1969,5,4,AWD,In-line,BS IV,45,Diesel,SUV,1652,4425,1863,5,23,8,211,5,Automatic,5,1785,1490,1540,44.25,0,2702,5.2
1012,Volvo,Xc40,T4 R-Design,3990000,1969,5,4,AWD,In-line,BS VI,54,Petrol,SUV,1652,4425,1863,5,23,8,211,5,Automatic,7,1785,1490,1540,44.25,171.43,2702,5.7
1013,Audi,Q3,35,3992200,1968,4,4,AWD,In-line,BS IV,64,Diesel,SUV,1608,4388,1831,5,15.73,7,170,5,Automatic,5,1685,1571,1575,29.03,217.14,2603,5.9
1014,Mercedes-Benz,C-Class,C 220D Prime,4020000,1950,4,4,RWD,In-line,BS VI,66,Diesel,Sedan,1442,4686,1810,4,12.06,9,157,5,Automatic,6,1655,1490,1540,44.25,250,2840,5.61
1015,Mercedes-Benz,C-Class,200,4090000,1497,4,4,RWD,In-line,BS VI,66,Petrol,Sedan,1442,4686,1810,4,12.06,9,157,5,Automatic,6,1655,1490,1540,33.45,175,2840,5.61
1016,Mini,Clubman,Cooper S,4120000,1998,4,4,FWD,In-line,BS IV,45,Petrol,Hatchback,1441,4253,1801,4,13.8,5,146,5,Manual,2,1960,1564,1565,20,224,2670,5.2
1017,Bmw,3-Series,320D Sport,4140000,1995,4,4,RWD,In-line,BS VI,40,Diesel,Sedan,1429,4633,1811,5,19.62,8,157,5,Automatic,6,1590,1490,1540,27.5,228.57,2810,5.2
1018,Mini,Countryman,Cooper S Jcw Inspired,4140000,1998,4,4,FWD,In-line,BS IV,47,Petrol,Hatchback,1557,4299,1822,5,14.41,8,165,5,Automatic,5,1785,1490,1540,20,207.41,2670,5.8
1019,Audi,A4,35,4149000,1395,4,4,FWD,In-line,BS IV,54,Petrol,Sedan,1427,4726,1842,4,23,7,165,5,DCT,7,1450,1572,1555,27.5,166.67,2820,5.2
1020,Bmw,X1,Sdrive20D M Sport,4240000,1995,4,4,RWD,In-line,BS IV,61,Diesel,SUV,1545,4477,2058,5,17.05,8,179,5,Automatic,6,1670,1501,1529,27.5,228.57,2760,4.9
1021,Mini,Countryman,Black Edition,4240000,1998,4,4,FWD,In-line,BS IV,47,Petrol,Hatchback,1557,4299,1822,5,14.41,8,165,5,Automatic,4,1785,1490,1540,20,207.41,2670,5.8
1022,Honda,Accord Hybrid,2,4321237,1993,4,4,FWD,In-line,BS IV,60,Hybrid,Sedan,1464,4933,1849,4,23.1,5,155,5,Automatic,5,1620,1585,1590,27.5,43.75,2776,5.6
1023,Mini,John Cooper Works,Hatch,4350000,1998,4,4,FWD,In-line,BS VI,44,Petrol,"Sports, Hatchback",1414,3874,1727,3,16.47,8,165,2,Automatic,2,1330,1490,1540,27.5,0,2495,5.2
1024,Audi,Q3,35,4361000,1968,4,4,AWD,In-line,BS IV,64,Diesel,SUV,1608,4388,1831,5,15.73,7,170,5,Automatic,5,1585,1571,1575,20,217.14,2603,5.9
1025,Volvo,Xc40,D4 Inscription,4390000,1969,5,4,AWD,In-line,BS IV,45,Diesel,SUV,1652,4425,1863,5,23,8,211,5,Automatic,5,1785,1490,1540,20,0,2702,5.2
1026,Volvo,S60 Cross Country,D4,4426500,2400,5,4,AWD,In-line,BS IV,67,Diesel,"Sedan, Crossover",1539,4637,2097,4,19.6,6,201,4,Automatic,6,1776,1619,1577,20,280,2774,5.2
1027,Jaguar,Xe,S Petrol,4498000,1997,4,4,RWD,In-line,BS VI,61,Petrol,Sedan,1416,4691,1850,4,11,8,125,5,Automatic,5,1639,1597,1598,20,243.33,2835,11.22
1028,Jaguar,Xe,S Diesel,4498000,1999,4,4,RWD,In-line,BS VI,56,Diesel,Sedan,1416,4691,1850,4,11,8,125,4,Automatic,5,1611,1597,1598,27.5,245.71,2835,11.22
1029,Audi,A4,35,4507000,1395,4,4,FWD,In-line,BS IV,54,Petrol,Sedan,1427,4726,1842,4,23,7,165,5,DCT,7,1450,1572,1555,27.5,166.67,2820,5.2
1030,Toyota,Prius,Z8,4509000,1798,4,4,FWD,In-line,BS IV,43,Hybrid,Sedan,1490,4540,1760,4,23.9,5,165,5,Automatic,6,1785,1525,1520,23.33,39.44,2700,5.1
1031,Bmw,X1,Xdrive20D M Sport,4570000,1995,4,4,AWD,In-line,BS IV,51,Diesel,"SUV, Crossover",1612,4439,2058,5,20.68,8,165,5,Automatic,6,1785,1821,1562,35.75,228.57,2670,5.8
1032,Jaguar,Xe,Se Diesel,4633000,1999,4,4,RWD,In-line,BS VI,56,Diesel,Sedan,1416,4691,1850,4,11,8,125,4,Automatic,5,1611,1597,1598,23.33,245.71,2835,11.22
1033,Jaguar,Xe,Se Petrol,4633000,1997,4,4,RWD,In-line,BS VI,61,Petrol,Sedan,1416,4691,1850,4,11,8,125,5,Automatic,5,1639,1597,1598,29.03,243.33,2835,11.22
1034,Mercedes-Benz,C-Class,200,4654000,1497,4,4,RWD,In-line,BS VI,66,Petrol,Sedan,1442,4686,1810,4,12.06,9,157,5,Automatic,6,1655,1490,1540,35.75,175,2840,5.2
1035,Mercedes-Benz,C-Class,C 220D Progressive,4670000,1950,4,4,RWD,In-line,BS VI,66,Diesel,Sedan,1442,4686,1810,4,12.06,9,157,5,Automatic,6,1655,1490,1540,35.75,250,2840,5.2
1036,Bmw,3-Series,320D Luxury Line,4690000,1995,4,4,RWD,In-line,BS VI,40,Diesel,Sedan,1429,4633,1811,5,19.62,8,157,5,Automatic,6,1590,1490,1540,29.03,228.57,2810,5.2
1037,Bmw,3-Series,330I M Sport,4790000,1998,4,4,RWD,In-line,BS VI,59,Petrol,Sedan,1429,4633,1811,5,16.13,8,157,5,Automatic,6,1595,1490,1540,35.75,258.06,2810,5.2
1038,Mercedes-Benz,C-Class,C 300D Amg Line,4974750,1950,4,4,RWD,In-line,BS VI,66,Diesel,Sedan,1442,4686,1810,4,16.05,9,157,5,Automatic,6,1655,1490,1540,23.33,312.5,2840,5.2
1039,Jaguar,Xf,2,4977080,1999,4,4,RWD,V,BS IV,66,Diesel,Sedan,1457,5067,2091,4,19.33,8,165,5,Automatic,5,1687,1605,1594,35.25,245.71,2960,11.61
1040,Audi,Q5,35,5021200,1968,4,4,FWD,In-line,BS IV,64,Diesel,SUV,1608,4388,1831,5,16.9,7,170,5,Automatic,6,1585,1571,1575,29.03,228.57,2603,5.9
1041,Audi,Q5,45,5021200,1984,6,4,AWD,In-line,BS IV,70,Petrol,SUV,1659,4663,1898,5,12.44,7,200,5,Automatic,7,1955,1490,1540,35.75,0,2807,5.2
1042,Audi,A3 Cabriolet,40,5038000,1395,4,4,FWD,In-line,BS IV,50,Petrol,Convertible,1409,4421,1793,2,19.2,7,160,4,Automatic,7,1430,1555,1526,6.91,0,2595,5.2
1043,Mercedes-Benz,Glc,200,5275000,1991,4,4,RWD,In-line,BS VI,66,Petrol,SUV,1644,4658,1890,5,13.51,9,165,5,Automatic,7,1785,1621,1617,6.91,193.94,2873,5.2
1044,Jaguar,Xf,2,5436329,1999,4,4,RWD,V,BS IV,74,Petrol,Sedan,1460,4961,2091,4,13.12,8,165,5,Automatic,5,1730,1605,1594,6.91,194.29,2960,11.61
1045,Audi,A6,45,5442200,1984,4,16,FWD,In-line,BS VI,73,Petrol,Sedan,1455,4933,1874,4,14.11,7,165,5,Automatic,7,1780,1490,1540,6.91,231.25,2912,5.2
1046,Land Rover Rover,Range Evoque,S,5494000,1999,4,4,AWD,V,BS VI,45,Diesel,SUV,1649,4371,1996,5,15.6,9,210,5,Automatic,6,1915,1626,1632,6.91,245.71,2681,5.65
1047,Land Rover Rover,Range Evoque,S Petrol,5494000,1997,4,4,AWD,V,BS VI,45,Petrol,SUV,1649,4371,1996,5,23,9,210,5,Automatic,6,1929,1626,1632,6.91,243.33,2681,5.65
1048,Jaguar,Xf,2,5506622,1999,4,4,RWD,V,BS IV,66,Diesel,Sedan,1457,5067,2091,4,19.33,8,165,5,Automatic,5,1729,1605,1594,14.33,245.71,2960,11.61
1049,Bmw,X3,Xdrive20D Xline,5600000,1995,4,4,4WD,In-line,BS IV,67,Diesel,SUV,1678,4657,1881,5,18.56,8,212,5,Automatic,5,1785,1616,1632,14.33,228.57,2810,5.95
1050,Volvo,S60,Polestar,5602000,1969,4,4,FWD,In-line,BS IV,67,Petrol,Sedan,1484,4635,2097,4,23,8,136,5,Automatic,5,1661,1588,1585,14.33,223.81,2776,5.65
1051,Audi,Q5,35,5621200,1968,4,4,AWD,In-line,BS IV,64,Diesel,SUV,1608,4388,1831,5,15.73,7,170,5,Automatic,6,1585,1571,1575,14.33,228.57,2603,5.9
1052,Audi,Q5,45,5621200,1984,6,4,AWD,In-line,BS IV,70,Petrol,SUV,1659,4663,1898,5,12.44,7,200,5,Automatic,7,1955,1490,1540,14.33,0,2807,5.2
1053,Lexus,Es,300H,5695000,2487,4,4,FWD,In-line,BS IV,45,Hybrid,Sedan,1445,4975,1865,4,17.8,5,165,5,Automatic,6,1670,1490,1540,14.33,61.39,2870,5.9
1054,Land Rover,Discovery Sport,S,5706000,1999,4,4,4WD,In-line,BS VI,70,Diesel,SUV,1727,4600,2069,5,23,9,167,7,Automatic,6,2087,1490,1540,14.33,245.71,2741,11.6
1055,Mercedes-Benz,E-Class,E200 Expression,5750000,1991,4,4,RWD,In-line,BS IV,80,Petrol,Sedan,1494,5063,1860,4,12,5,165,5,Automatic,6,1785,1595,1597,14.33,250,3079,5.2
1056,Mercedes-Benz,Glc,220D 4Matic Progressive,5775000,1950,4,4,AWD,In-line,BS VI,50,Diesel,SUV,1644,4658,1890,5,18.18,9,165,5,Automatic,7,1785,1621,1617,18.75,250,2873,5.2
1057,Mercedes-Benz,E-Class,E220D Expression,5850000,2987,6,4,RWD,V,BS IV,80,Diesel,Sedan,1494,5063,1860,4,142,5,155,5,Automatic,6,1785,1595,1597,18.75,387.5,3079,5.2
1058,Mercedes-Benz,E-Class,E200,5861062,1991,4,4,RWD,In-line,BS IV,80,Petrol,Sedan,1494,5063,1860,4,12,5,165,5,Automatic,6,1785,1595,1597,18.75,250,3079,5.2
1059,Bmw,X3,Xdrive 30I Luxury Line,5880000,1998,4,4,4WD,In-line,BS IV,67,Petrol,SUV,1678,4657,1881,5,18.56,8,212,5,Automatic,5,1785,1616,1632,18.75,0,2810,5.95
1060,Volvo,S90,D4 Inscription,5890000,1969,4,4,FWD,In-line,BS IV,45,Diesel,Sedan,1443,4963,1879,4,23,5,152,5,Automatic,6,1785,1490,1540,18,228.57,2941,5.2
1061,Bmw,X3,Xdrive 20D Luxury Line,5930000,1995,4,4,4WD,In-line,BS IV,67,Diesel,SUV,1678,4657,1881,5,18.56,8,212,5,Automatic,5,1785,1616,1632,18,228.57,2810,5.95
1062,Bmw,5-Series,520D Luxury Line,5930000,1995,4,4,RWD,In-line,BS IV,70,Diesel,Sedan,1464,4907,1860,4,18.12,8,158,5,Automatic,7,1705,1600,1627,18,228.57,2968,11.4
1063,Audi,A6,45,5942200,1984,4,16,FWD,In-line,BS VI,73,Petrol,Sedan,1455,4933,1874,4,14.11,7,165,5,Automatic,7,1780,1490,1540,18,231.25,2912,5.2
1064,Mercedes-Benz,E-Class,E220D,5964321,2987,6,4,RWD,V,BS IV,80,Diesel,Sedan,1494,5063,1860,4,142,5,155,5,Automatic,6,1785,1595,1597,14.33,387.5,3079,5.2
1065,Bmw,5-Series,530I M Sport,5980000,1998,6,4,RWD,In-line,BS IV,70,Petrol,Sedan,1464,4907,1860,4,15.01,8,158,5,Automatic,7,1705,1600,1627,14.33,241.38,2968,11.4
1066,Land Rover Rover,Range Evoque,Se R-Dynamic,5985000,1999,4,4,AWD,V,BS VI,45,Diesel,SUV,1649,4371,1996,5,15.6,9,210,5,Automatic,6,1915,1626,1632,14.33,245.71,2681,5.65
1067,Land Rover Rover,Range Evoque,Se R-Dynamic Petrol,5985000,1997,4,4,AWD,V,BS VI,45,Petrol,SUV,1649,4371,1996,5,23,9,210,5,Automatic,6,1929,1626,1632,14.33,243.33,2681,5.65
1068,Volvo,Xc60,Inscription D5,5990000,1969,5,4,AWD,In-line,BS IV,70,Diesel,SUV,1658,4688,1902,5,18.8,6,209,5,Automatic,6,1879,1490,1540,14.33,274.29,2865,5.2
1069,Lexus,Nx 300H,Luxury,5990000,2494,6,4,AWD,V,BS IV,56,Petrol,SUV,1645,4640,1845,4,18.3,5,165,5,Automatic,8,1785,1490,1540,22.5,50,2660,5.7
1070,Bmw,X4,Xdrive20D M Sport X,6060000,1995,4,4,AWD,In-line,BS VI,60,Diesel,SUV,1621,4752,1918,5,16.4,8,498,5,Automatic,4,1740,1490,1540,22.5,228.57,2864,5.2
1071,Lexus,Nx 300H,F-Sport,6060000,2494,6,4,AWD,V,BS IV,56,Petrol,SUV,1645,4.64,1.845,4,18.3,5,165,5,Automatic,8,1905,1490,1540,22.5,50,2660,5.7
1072,Audi,A5,Sportback,6061200,1968,4,4,FWD,In-line,BS IV,45,Diesel,Sedan,1386,4733,1843,4,19.2,7,165,5,Automatic,6,2115,1490,1540,22.5,228.57,2450,5.2
1073,Jaguar,Xf,2,6073446,1999,4,4,RWD,V,BS IV,82,Petrol,Sedan,1457,5252,1899,4,13.12,8,100,5,Automatic,5,1871,1605,1594,22.5,194.29,3157,11.61
1074,Land Rover,Discovery Sport,R-Dynamic Se,6089000,1999,4,4,4WD,In-line,BS VI,70,Diesel,SUV,1727,4600,2069,5,23,9,167,7,Automatic,6,2087,1490,1540,14.33,245.71,2741,11.6
1075,Jaguar,Xf,2,6138811,1999,4,4,RWD,V,BS IV,83,Diesel,Sedan,1457,5252,1899,4,19.33,8,100,5,Automatic,5,1871,1605,1594,14.33,245.71,3157,11.61
1076,Mercedes-Benz,E-Class,E200 Exclusive,6150000,1991,4,4,RWD,In-line,BS IV,80,Petrol,Sedan,1494,5063,1860,4,12,5,165,5,Automatic,6,1785,1595,1597,14.33,250,3079,5.2
1077,Mercedes-Benz,E-Class,E220D Exclusive,6250000,2987,6,4,RWD,V,BS IV,80,Diesel,Sedan,1494,5063,1860,4,142,5,155,5,Automatic,6,1785,1595,1597,14.33,387.5,3079,5.2
1078,Bmw,X4,Xdrive30I M Sport X,6350000,1998,6,4,AWD,In-line,BS VI,68,Petrol,SUV,1621,4752,1918,5,13.32,8,498,5,Automatic,4,1820,1490,1540,14.33,241.38,2864,5.2
1079,Jeep,Wrangler,Unlimited,6394000,1999,4,4,AWD,V,BS VI,85,Petrol,SUV,1838,4882,1877,5,8.4,8,215,5,Automatic,6,1785,1490,1540,14.33,93.02,3008,5.2
1080,Jaguar,F-Pace,Prestige Petrol,6422809,1997,4,4,AWD,In-line,BS IV,60,Petrol,SUV,1651,4731,2175,5,21.27,5,213,5,Automatic,5,1830,1641,1654,18,283.85,2874,11.87
1081,Mercedes-Benz,C-Class Cabriolet,C300,6426497,1991,4,4,RWD,In-line,BS VI,60,Petrol,Convertible,1409,4686,1810,2,23,9,165,4,Automatic,7,1785,1490,1540,18.75,205.56,2840,5.8
1082,Bmw,6-Series,630I Gt Luxury Line,6440000,4395,8,4,RWD,In-line,BS IV,70,Petrol,Coupe,1369,4894,1894,2,7.94,8,124,4,Automatic,5,1785,1600,1665,18,0,2855,5.2
1083,Bmw,6-Series,620D Gt Luxury Line,6440000,1995,4,4,RWD,V,BS IV,66,Diesel,Sedan,1538,5091,1902,4,21.76,8,138,4,Automatic,8,1720,1611,1650,18,228.57,3070,5.2
1084,Jaguar,F-Pace,Prestige,6463780,1999,4,4,AWD,In-line,BS IV,60,Diesel,SUV,1651,4731,2175,5,16.38,5,213,5,Automatic,5,1830,1641,1654,18,245.71,2874,11.87
1085,Bmw,Z4 Roadster,Sdrive 20I,6490000,1998,4,4,RWD,In-line,BS VI,52,Petrol,"Sports, Convertible",1304,4324,2024,2,7.6,8,165,2,Automatic,3,1495,1609,1616,33.64,320hp@1450-2000rpm,2470,5.2
1086,Volvo,V90 Cross Country,D5 Inscription,6531000,1969,4,4,AWD,In-line,BS IV,60,Diesel,SUV,1543,4950,2052,5,17.2,8,210,5,Automatic,4,2962,1652,1643,18.75,275.86,2941,5.2
1087,Bmw,X4,Xdrive30D M Sport X,6590000,2993,6,4,AWD,In-line,BS VI,68,Diesel,SUV,1621,4752,1918,5,16.4,8,498,5,Automatic,5,1820,1490,1540,22.5,310,2864,5.2
1088,Bmw,5-Series,530D M Sport,6680000,2993,6,4,RWD,In-line,BS IV,70,Diesel,Sedan,1464,4907,1860,4,14.69,8,158,5,Automatic,7,1705,1600,1627,18.75,373.33,2968,11.4
1089,Mercedes-Benz,V-Class,Expression Elwb,6840000,2143,4,4,RWD,In-line,BS VI,93,Diesel,MUV,1880,5370,1928,5,23,7,165,7,Automatic,3,1785,1490,1540,22.5,271.43,3430,5.2
1090,Mitsubishi,Montero,3.2,6862560,3200,4,4,AWD,In-line,BS IV,88,Diesel,SUV,1900,4900,1875,5,11.56,5,235,7,Automatic,5,2335,1560,1560,18.75,220.5,2780,5.7
1091,Bmw,6-Series,630D Gt Luxury Line,6890000,2993,6,4,AWD,V,BS IV,88,Diesel,Sedan,1481,5219,2142,4,16.46,8,152,4,Automatic,6,1865,1611,1650,22,310,3210,5.2
1092,Audi,Q7,40,6921500,1984,6,4,AWD,In-line,BS IV,75,Petrol,SUV,1740,5052,1968,5,11.68,8,200,7,Automatic,7,2330,1679,1691,22,231.25,2994,6.1
1093,Audi,A5 Cabriolet,2,6948200,1968,4,4,FWD,In-line,BS IV,58,Diesel,Convertible,1386,4733,1843,2,17.2,7,165,4,Automatic,4,1875,1490,1540,22,228.57,2450,5.2
1094,Land Rover Rover,Range Evoque Convertible,2,6952964,1998,4,4,4WD,In-line,BS IV,45,Petrol,Convertible,1609,4370,1900,5,15.7,9,165,4,Automatic,6,2013,1621,1629,22,226.67,2660,5.2
1095,Porsche,Macan,Base,6998000,1984,6,4,AWD,In-line,BS VI,65,Petrol,SUV,1624,4696,1923,5,10.8,7,190,5,Automatic,7,1865,1655,1651,22,231.25,2807,5.2
